cumulative_return
0.04541035706658967
0.02701168601685033
0.025062387633842026
0.023708776035005534
0.023429471315533926
0.023062786039326343
0.02171065981903361
0.019252412697640903
0.015683200961233646
0.014861551032105954
0.013661081640707066
0.011801258789357599
0.010730871427877695
0.009301802303434416
0.007776469737376237
0.007495054144844783
0.004866374677613448
0.00455731328235981
0.004465875922270848
0.0038149346764430538
-0.0056420054466617756
